id,likes,quotes,replies,retweets,searchQuery,text,timestamp,tanggal,url,user_description,user_join,user_location,user_totalfollwer,user_following,user_totalikes,user_tweets,user_url,user_firstname,user_username,user_verified,user_website,username,verified
1.73E+18,135,5,32,84,#indonesiamaju,"Analisis yang keren banget dari Bang Hasan Nasbi nih!!! Menangkan Prabowo-Gibran!!!

#prabowo #prabowosubianto #gibran #gibranrakabuming #prabowogibran2024 #hasannasbi #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo",2023-11-21T17:31:00.000Z,11/21/2023,https://twitter.com/dekade_08/status/1727016857985777831,Prabowo Presiden 2024,2022-10-03T12:33:00.000Z,"DKI Jakarta, Indonesia",1760,70,347,3980,https://twitter.com//dekade_08,DEKADE 08,@dekade_08,TRUE,dekade08.id,,TRUE
1.73E+18,256,5,69,103,#indonesiamaju,"Mari kita bersatu, kita fokus melihat ke depan dan fokus mencari putra dan putri terbaik bangsa, dalam rangka membangun Indonesia ke arah yang lebih baik lagi. #PrabowoSubianto #prabowo #prabowogibran #IndonesiaMaju #gerindra",2023-11-21T09:06:00.000Z,11/21/2023,https://twitter.com/Gerindra/status/1726889732188373089,"Kalau Bukan Kita, Siapa Lagi? Kalau Bukan Sekarang, Kapan Lagi? Ikuti terus perjuangan Partai Gerakan Indonesia Raya dalam membangun Indonesia yang Berdikari.",2011-10-25T00:51:00.000Z,Indonesia Raya,728913,4012,4315,136965,https://twitter.com//Gerindra,Partai Gerindra,@Gerindra,TRUE,Gerindra.id,,TRUE
1.73E+18,1,0,0,0,#indonesiamaju,"Gubernur BI : Pertumbuhan Ekonomi Indonesia Terbaik 

#Indonesia 
#Indonesiamaju",2023-11-22T06:40:00.000Z,11/22/2023,https://twitter.com/Budi_Bokir/status/1727215358418026778,Perkerja Tangguh Untuk NKRI,2023-10-19T03:51:00.000Z,"Bangka Belitung, Indonesia",0,1,513,509,https://twitter.com//Budi_Bokir,Budiana,@Budi_Bokir,FALSE,,,FALSE
1.73E+18,1,0,0,0,#indonesiamaju,"Gubernur BI : Pertumbuhan Ekonomi Indonesia Terbaik 

#Indonesia 
#Indonesiamaju",2023-11-22T06:39:00.000Z,11/22/2023,https://twitter.com/Budi_Bokir/status/1727215164951580709,Perkerja Tangguh Untuk NKRI,2023-10-19T03:51:00.000Z,"Bangka Belitung, Indonesia",0,1,513,509,https://twitter.com//Budi_Bokir,Budiana,@Budi_Bokir,FALSE,,,FALSE
1.73E+18,1,0,0,0,#indonesiamaju,"Stabilitas Pertumbuhan Ekonomi Indonesia 

#Ekonomi 
#Indonesiamaju",2023-11-22T06:39:00.000Z,11/22/2023,https://twitter.com/Budi_Bokir/status/1727215285000913132,Perkerja Tangguh Untuk NKRI,2023-10-19T03:51:00.000Z,"Bangka Belitung, Indonesia",0,1,513,509,https://twitter.com//Budi_Bokir,Budiana,@Budi_Bokir,FALSE,,,FALSE
1.73E+18,1,0,0,0,#indonesiamaju,"Sandiaga Uno Klaim Kreatif Indonesia Terbaik Ketiga di Dunia 

#IndonesiaMaju",2023-11-22T06:39:00.000Z,11/22/2023,https://twitter.com/Budi_Bokir/status/1727215199957221688,Perkerja Tangguh Untuk NKRI,2023-10-19T03:51:00.000Z,"Bangka Belitung, Indonesia",0,1,513,509,https://twitter.com//Budi_Bokir,Budiana,@Budi_Bokir,FALSE,,,FALSE
1.73E+18,170,4,90,98,#prabowo,"Petani Kebumen: Prabowo-Gibran menang harapan kami petani sejahtera hidupnya 
#kebumen #prabowo #gibran  tvonenews.com/daerah/jateng/…",2023-11-21T04:49:00.000Z,11/21/2023,https://twitter.com/bengkeldodo/status/1726825174761345261,REINKARNASI TERAKHlR KU,2012-05-11T02:12:00.000Z,"Kebumen, Indonesia",34901,4787,274158,330984,https://twitter.com//bengkeldodo,,@bengkeldodo,FALSE,bengkeldodo.blogspot.com,,FALSE
1.73E+18,111,6,27,75,#prabowo,"Pak SBY nyatakan siap all out dukung Prabowo buat jadi Presiden RI ke-8.

Kemenangan semakin di depan mata nih guys!

#prabowo #gibran #prabowogibran #mendingprabowo #terusmajubersamaprabowo #dekade08 #BersamaIndonesiaMaju #SBY #susilobambangyudoyono #demokrat",2023-11-21T02:34:00.000Z,11/21/2023,https://twitter.com/dekade_08/status/1726791145794240820,Prabowo Presiden 2024,2022-10-03T12:33:00.000Z,"DKI Jakarta, Indonesia",1760,70,347,3980,https://twitter.com//dekade_08,DEKADE 08,@dekade_08,TRUE,dekade08.id,,TRUE
1.73E+18,1,0,0,0,#indonesiamaju,"Stabilitas Pertumbuhan Ekonomi Indonesia 

#Ekonomi 
#Indonesiamaju",2023-11-22T06:39:00.000Z,11/22/2023,https://twitter.com/Budi_Bokir/status/1727215109481918823,Perkerja Tangguh Untuk NKRI,2023-10-19T03:51:00.000Z,"Bangka Belitung, Indonesia",0,1,513,509,https://twitter.com//Budi_Bokir,Budiana,@Budi_Bokir,FALSE,,,FALSE
1.73E+18,1,0,0,0,#indonesiamaju,"Sandiaga Uno Klaim Kreatif Indonesia Terbaik Ketiga di Dunia 

#IndonesiaMaju",2023-11-22T06:19:00.000Z,11/22/2023,https://twitter.com/kharism79/status/1727210103466865052,,2022-08-30T02:15:00.000Z,"Kota Jambi, Jambi",145,50,1281,2860,https://twitter.com//kharism79,kharisma,@kharism79,FALSE,,,FALSE
1.73E+18,13,1,4,9,#prabowo,"Buat yang bertanya-tanya, kenapa sih Prabowo-Gibran akhir2 ini banyak diserang? Begini penjelasan sederhananya dari Bang Hasan Nasbi! Coba disimak!

#prabowo #gibran #prabowogibran #mendingprabowo #terusmajubersamaprabowo #dekade08 #hasannasbi #microphonehasannasbi",2023-11-22T04:38:00.000Z,11/22/2023,https://twitter.com/dekade_08/status/1727184802221347032,Prabowo Presiden 2024,2022-10-03T12:33:00.000Z,"DKI Jakarta, Indonesia",1760,70,347,3980,https://twitter.com//dekade_08,DEKADE 08,@dekade_08,TRUE,dekade08.id,,TRUE
1.73E+18,1,0,0,0,#indonesiamaju,"Gubernur BI : Pertumbuhan Ekonomi Indonesia Terbaik 

#Indonesia 
#Indonesiamaju",2023-11-22T06:18:00.000Z,11/22/2023,https://twitter.com/kharism79/status/1727209927020880174,,2022-08-30T02:15:00.000Z,"Kota Jambi, Jambi",145,50,1281,2860,https://twitter.com//kharism79,kharisma,@kharism79,FALSE,,@kharism79,FALSE
1.73E+18,1,0,0,0,#indonesiamaju,"Stabilitas Pertumbuhan Ekonomi Indonesia 

#Ekonomi 
#Indonesiamaju",2023-11-22T06:17:00.000Z,11/22/2023,https://twitter.com/kharism79/status/1727209720325533777,,2022-08-30T02:15:00.000Z,"Kota Jambi, Jambi",145,50,1281,2860,https://twitter.com//kharism79,kharisma,@kharism79,FALSE,,@kharism79,FALSE
1.73E+18,1,0,0,0,#indonesiamaju,"Keouasan Publik Pada Kinerja Pemerintah 75,5 Persen..

#Indonesia 
#indonesiamaju",2023-11-22T06:17:00.000Z,11/22/2023,https://twitter.com/kharism79/status/1727209582110572825,,2022-08-30T02:15:00.000Z,"Kota Jambi, Jambi",145,50,1281,2860,https://twitter.com//kharism79,kharisma,@kharism79,FALSE,,@kharism79,FALSE
1.73E+18,0,0,0,0,#prabowogibran2024,"5. Ribuan Kepala Desa Se-Jatim Dukung Ganjar Pranowo sebagai Capres 2024 - International Media
internationalmedia.co.id/rib…
#PrabowoGibran2024 #SayaBersamaJokowi",2023-11-22T06:47:00.000Z,11/22/2023,https://twitter.com/NkriLentera/status/1727217243358908420,"Bela Negara, Budaya dan Yang Tertindas.
Pantang Pulang Hingga Lawan Tumbang",2020-08-21T07:53:00.000Z,Indonesia,4400,5002,8300,7751,https://twitter.com//NkriLentera,LENTERA NKRI #PatriotGaruda,@NkriLentera,FALSE,,,FALSE
1.73E+18,12,0,6,13,#gibran,"Pendengaran bersamalah, mengapa lolos tes kesehatan di KPU ya?

.

#gibran #prabowo #anies  #dinastipolitikjokowi #jokowi #kamimuak #cawapresnboneka 

|| Iriana PrabwowoArogan RS Indonesia Hamas Rohingnya kapolri jelas2 netral Israhell masih pengin jakarta ||",2023-11-21T00:41:00.000Z,11/21/2023,https://twitter.com/inumalica/status/1726762688947363928,"""Mati dengan kenangan, bukan mimpi""",2023-10-06T12:12:00.000Z,Indonesia,2,5,0,133,https://twitter.com//inumalica,Inu Yasa Malik,@inumalica,FALSE,,,FALSE
1.73E+18,0,0,0,0,#prabowogibran2024,GaS PoL #PrabowoGibran2024 menang 1 Putaran ???,2023-11-22T06:48:00.000Z,11/22/2023,https://twitter.com/BANGSAygSUJUD/status/1727217527741464982,#JokowiHebat #PrabowoPresiden2024 #?Khilafah #?PengasongKebencian #PenghebatanPancasila #PapuaHebat #?Papua #KitabNatanegara #UKMHebat #JalinPersatuan,2019-10-29T04:40:00.000Z,,28252,19643,100940,90959,https://twitter.com//BANGSAygSUJUD,B. Prasetya,@BANGSAygSUJUD,FALSE,,,FALSE
1.73E+18,1,0,0,0,#prabowogibran2024,"Mantan militer yg berjiwa penyayang namun penuh prinsip. 

GaS #PrabowoGibran2024 ???",2023-11-22T06:48:00.000Z,11/22/2023,https://twitter.com/BANGSAygSUJUD/status/1727217401488629835,#JokowiHebat #PrabowoPresiden2024 #?Khilafah #?PengasongKebencian #PenghebatanPancasila #PapuaHebat #?Papua #KitabNatanegara #UKMHebat #JalinPersatuan,2019-10-29T04:40:00.000Z,,28252,19643,100940,90959,https://twitter.com//BANGSAygSUJUD,B. Prasetya,@BANGSAygSUJUD,FALSE,,,FALSE
1.73E+18,1,0,0,0,#prabowogibran2024,Up up up #PrabowoGibran2024,2023-11-22T06:47:00.000Z,11/22/2023,https://twitter.com/BANGSAygSUJUD/status/1727217119392354729,#JokowiHebat #PrabowoPresiden2024 #?Khilafah #?PengasongKebencian #PenghebatanPancasila #PapuaHebat #?Papua #KitabNatanegara #UKMHebat #JalinPersatuan,2019-10-29T04:40:00.000Z,,28252,19643,100940,90959,https://twitter.com//BANGSAygSUJUD,B. Prasetya,@BANGSAygSUJUD,FALSE,,,FALSE
1.73E+18,0,0,1,0,#prabowogibran2024,"4. Dukungan Kades ke Ganjar Berkedok Silaturahmi
koran.tempo.co/amp/nasional/…
#PrabowoGibran2024 #SayaBersamaJokowi",2023-11-22T06:45:00.000Z,11/22/2023,https://twitter.com/NkriLentera/status/1727216746237673585,"Bela Negara, Budaya dan Yang Tertindas.
Pantang Pulang Hingga Lawan Tumbang",2020-08-21T07:53:00.000Z,Indonesia,4400,5002,8300,7751,https://twitter.com//NkriLentera,LENTERA NKRI #PatriotGaruda,@NkriLentera,FALSE,,,FALSE
1.73E+18,0,0,0,0,#prabowogibran2024,"All In PRABOWO-GIBRAN
(Team DPC Partai GERINDRA Kab. Badung)

#prabowo #gibran #prabowogibran2024 #nomer?? #gerindra #bali #koalisindonesiamaju #menang1putaran #relawandegadjah #bigdaddy #degadjah #nodrama",2023-11-22T06:43:00.000Z,11/22/2023,https://twitter.com/dpc_badung/status/1727216261288104172,,2022-12-17T02:29:00.000Z,,88,33,2441,883,https://twitter.com//dpc_badung,DPC Gerindra Badung,@dpc_badung,FALSE,,,FALSE
1.73E+18,11,0,0,7,#gibran,"Direktur Eksekutif Indo Barometer M. Qodari nyatakan bahwa Prabowo-Gibran menang satu putaran bukan hal yang mustahil, ini alasannya!

#prabowo #gibran #prabowogibran #mendingprabowo #terusmajubersamaprabowo #dekade08 #BersamaIndonesiaMaju #menangsatuputaran #indobarometer",2023-11-22T03:25:00.000Z,11/22/2023,https://twitter.com/dekade_08/status/1727166313649549751,Prabowo Presiden 2024,2022-10-03T12:33:00.000Z,"DKI Jakarta, Indonesia",1760,70,347,3980,https://twitter.com//dekade_08,DEKADE 08,@dekade_08,TRUE,dekade08.id,@dekade_08,TRUE
1.73E+18,1,0,0,1,#gibran,"Bang Andre kasih paham nih buat yang berkoar-koar ada kecurangan!

#prabowo #gibran #prabowogibran #mendingprabowo #terusmajubersamaprabowo #dekade08 #BersamaIndonesiaMaju #bawaslu #andrerosiade",2023-11-22T06:05:00.000Z,11/22/2023,https://twitter.com/dekade_08/status/1727206564862595543,Prabowo Presiden 2024,2022-10-03T12:33:00.000Z,"DKI Jakarta, Indonesia",1760,70,347,3980,https://twitter.com//dekade_08,DEKADE 08,@dekade_08,TRUE,dekade08.id,@dekade_08,TRUE
1.73E+18,0,0,0,0,#indonesiamaju,Pemerintah telah berhasil dengan kebijakan yang dibuat untuk memajukan indonesia #PembangunanUntukRakyat #IndonesiaMaju,2023-11-22T06:14:00.000Z,11/22/2023,https://twitter.com/roverfest2015/status/1727208912406053302,NO RADIKALISM,2013-05-15T03:59:00.000Z,indonesia,16,13,0,3469,https://twitter.com//roverfest2015,roverfest2015,@roverfest2015,FALSE,,,FALSE
1.73E+18,117,6,83,29,#prabowogibran2024,"Penutup malam, ""Katanya Semarang kandang Banteng tapi ternyata banyak lho yg pilih #PrabowoGibran2024 ""

Apapun Parpolnya #PrabowoGibran2024 pilihannya ??",2023-11-21T13:50:00.000Z,11/21/2023,https://twitter.com/BANGSAygSUJUD/status/1726961162305372636,#JokowiHebat #PrabowoPresiden2024 #?Khilafah #?PengasongKebencian #PenghebatanPancasila #PapuaHebat #?Papua #KitabNatanegara #UKMHebat #JalinPersatuan,2019-10-29T04:40:00.000Z,,28252,19643,100940,90959,https://twitter.com//BANGSAygSUJUD,B. Prasetya,@BANGSAygSUJUD,FALSE,,@BANGSAygSUJUD,FALSE
1.73E+18,47,3,20,14,#prabowogibran2024,"Setelah ini kita sholat hajat berjamaah, ya dik 

Semoga Allah menghalalkan ayah #Prabowo menjadi Presiden RI ke 08

Yakinlah, doa tulus kita dan kita kita lainnya mampu mengetuk pintu langit karena ini perjuangan suci ?

#PrabowoGibran2024 Menang 1 putaran ?",2023-11-22T02:43:00.000Z,11/22/2023,https://twitter.com/BANGSAygSUJUD/status/1727155877608825129,#JokowiHebat #PrabowoPresiden2024 #?Khilafah #?PengasongKebencian #PenghebatanPancasila #PapuaHebat #?Papua #KitabNatanegara #UKMHebat #JalinPersatuan,2019-10-29T04:40:00.000Z,,28252,19643,100940,90959,https://twitter.com//BANGSAygSUJUD,B. Prasetya,@BANGSAygSUJUD,FALSE,,,FALSE
1.73E+18,0,0,1,0,#prabowogibran2024,"Ganjar Udah duluan Ternyata Minggu, 16 Jul 2023 

Ganjar Berterima Kasih ke Kades se-Jatim: Elektabilitas Tinggi Sekali di Pilpres 2024 diklaim melejit.
shorturl.at/aeguT

#PrabowoGibran2024
#SayaBersamaJokowi
#PersatuanNasional",2023-11-22T06:45:00.000Z,11/22/2023,https://twitter.com/NkriLentera/status/1727216731104641086,"Bela Negara, Budaya dan Yang Tertindas.
Pantang Pulang Hingga Lawan Tumbang",2020-08-21T07:53:00.000Z,Indonesia,4400,5002,8300,7751,https://twitter.com//NkriLentera,LENTERA NKRI #PatriotGaruda,@NkriLentera,FALSE,,,FALSE
1.73E+18,0,0,0,0,#prabowo,"Salam silaturahim kami sampaikan semoga bapak/ibu senantiasa dalam lindungan-Nya serta dilancarkan rezeki dan aktifitasnya 
2024?? COBLOS NOMER 4????

#Prabowo #gerindra #RudiHandoko #2024CoblosNomer4 #Dapil7 #Singojuruh #Sempu #Songgon",2023-11-22T06:43:00.000Z,11/22/2023,https://twitter.com/rudihandoko1990/status/1727216136851476524,"CALEG DPRD BANYUWANGI 
PARTAI GERINDRA
DAPIL 7 (Singojuruh, Sempu, Songgon)
PETANI MILIH WONG TANI",2023-02-24T13:23:00.000Z,"Banyuwangi, Indonesia",4,40,0,15,https://twitter.com//rudihandoko1990,Rudi Handoko,@rudihandoko1990,FALSE,,,FALSE
1.73E+18,14,13,7,9,#prabowogibran2024,"Udah duluan Ternyata Minggu, 16 Jul 2023 
Ganjar Berterima Kasih ke Kades se-Jatim: Elektabilitas Tinggi Sekali
google.com/amp/s/www.cnnindo…
#PrabowoGibran2024 #Gemoy #PrabowoGemoy @ankandery_ @NyaiiBubu @AndreasSolusi @diva_yanda",2023-11-22T03:57:00.000Z,11/22/2023,https://twitter.com/NkriLentera/status/1727174411839746388,"Bela Negara, Budaya dan Yang Tertindas.
Pantang Pulang Hingga Lawan Tumbang",2020-08-21T07:53:00.000Z,Indonesia,4400,5002,8300,7751,https://twitter.com//NkriLentera,LENTERA NKRI #PatriotGaruda,@NkriLentera,FALSE,,,FALSE
1.73E+18,5,0,1,1,#prabowo,"Prabowo sadar bahwa Indonesia memiliki daya pikat yang memungkinkan kekuatan asing ingin menguasainya. Untuk itu Prabowo selalu dengan tegas menyatakan bahwa Indonesia harus berdikari.

Prabowo adalah jawaban untuk masa depan Indonesia.

#prabowo #dekade08",2023-11-22T05:53:00.000Z,11/22/2023,https://twitter.com/dekade_08/status/1727203635048992945,Prabowo Presiden 2024,2022-10-03T12:33:00.000Z,"DKI Jakarta, Indonesia",1760,70,347,3980,https://twitter.com//dekade_08,DEKADE 08,@dekade_08,TRUE,dekade08.id,@dekade_08,TRUE
1.73E+18,0,0,0,0,#indonesiamaju,ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri #IndonesiaMaju #jokowi,2023-11-22T05:48:00.000Z,11/22/2023,https://twitter.com/perezlaura720/status/1727202469598629997,,2013-08-07T15:55:00.000Z,,15,136,19,125,https://twitter.com//perezlaura720,Laura widya,@perezlaura720,FALSE,,,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri #IndonesiaMaju #jokowi,2023-11-22T05:48:00.000Z,11/22/2023,https://twitter.com/zaynforeverr21/status/1727202400581419505,@malikgrxnde,2013-05-27T11:31:00.000Z,,21,428,21,97,https://twitter.com//zaynforeverr21,Zain safii,@zaynforeverr21,FALSE,,,FALSE
1.73E+18,0,0,1,0,#indonesiamaju,Pemerintah telah berhasil dengan kebijakan yang dibuat untuk memajukan indonesia #PembangunanUntukRakyat #IndonesiaMaju,2023-11-22T06:14:00.000Z,11/22/2023,https://twitter.com/roverfest2015/status/1727208904344662079,NO RADIKALISM,2013-05-15T03:59:00.000Z,indonesia,16,13,0,3469,https://twitter.com//roverfest2015,roverfest2015,@roverfest2015,FALSE,,,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri #IndonesiaMaju #jokowi,2023-11-22T05:49:00.000Z,11/22/2023,https://twitter.com/frenchi503/status/1727202546358624697,,2013-12-12T01:30:00.000Z,Home_is_where_da_heart_is,16,35,40,122,https://twitter.com//frenchi503,Lina salinas,@frenchi503,FALSE,,,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri #IndonesiaMaju #jokowi,2023-11-22T05:50:00.000Z,11/22/2023,https://twitter.com/Mitman_Store/status/1727202771789848759,WE ARE OFFICIAL STORE MITRA MANIA ALAMAT KAMI : JALAN KARTINI RT. 30 KEC. TENGGARONG (SAMPING LPK MADYA KURSUS MENGEMUDI) CP » 085250705547,2014-07-15T22:01:00.000Z,TENGGARONG,10,62,17,86,https://twitter.com//Mitman_Store,mitra sandi,@Mitman_Store,FALSE,,,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,"Tingkat ketertarikan dan minat investor asing terhadap proyek IKN Nusantara masih tinggi.

#IKNNusantara #IKN #PembangunanIndonesia #IndonesiaMaju",2023-11-22T05:44:00.000Z,11/22/2023,https://twitter.com/selputtt/status/1727201398709006814,,2022-08-08T08:06:00.000Z,,585,18,365,362,https://twitter.com//selputtt,iniakunsela,@selputtt,FALSE,,,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri #IndonesiaMaju #jokowi,2023-11-22T05:44:00.000Z,11/22/2023,https://twitter.com/Mitman_Store/status/1727201255280517596,WE ARE OFFICIAL STORE MITRA MANIA ALAMAT KAMI : JALAN KARTINI RT. 30 KEC. TENGGARONG (SAMPING LPK MADYA KURSUS MENGEMUDI) CP » 085250705547,2014-07-15T22:01:00.000Z,TENGGARONG,10,62,17,86,https://twitter.com//Mitman_Store,mitra sandi,@Mitman_Store,FALSE,,,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri #IndonesiaMaju #jokowi,2023-11-22T05:44:00.000Z,11/22/2023,https://twitter.com/Mitman_Store/status/1727201303468871912,WE ARE OFFICIAL STORE MITRA MANIA ALAMAT KAMI : JALAN KARTINI RT. 30 KEC. TENGGARONG (SAMPING LPK MADYA KURSUS MENGEMUDI) CP » 085250705547,2014-07-15T22:01:00.000Z,TENGGARONG,10,62,17,86,https://twitter.com//Mitman_Store,mitra sandi,@Mitman_Store,FALSE,,,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,"Tingkat ketertarikan dan minat investor asing terhadap proyek IKN Nusantara masih tinggi.

#IKNNusantara #IKN #PembangunanIndonesia #IndonesiaMaju",2023-11-22T05:44:00.000Z,11/22/2023,https://twitter.com/selputtt/status/1727201350809972929,,2022-08-08T08:06:00.000Z,,585,18,365,362,https://twitter.com//selputtt,iniakunsela,@selputtt,FALSE,,,FALSE
1.73E+18,15,2,14,5,#gibran,"Badan Pengawas Pemilu (Bawaslu) RI akan mengambil tindakan menyikapi munculnya iklan di stasiun televisi swasta yang memaparkan visi-misi capres-cawapres nomor urut 2, Prabowo-Gibran. < #Bawaslu #Prabowo #Gibran

nasional.kompas.com/read/202…",2023-11-22T05:11:00.000Z,11/22/2023,https://twitter.com/kompascom/status/1727193051104440668,"Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya",2009-03-08T19:32:00.000Z,Jakarta,8569524,29,167,2422733,https://twitter.com//kompascom,Kompas.com,@kompascom,TRUE,kompas.com,,TRUE
1.73E+18,0,0,0,0,#gibran,"klo kata orang: panglima itu bintang empat, tp istri panglima bintang lima. hehe.

#YTTA #irianajokowi #GibranRakabuming #gibran",2023-11-22T06:28:00.000Z,11/22/2023,https://twitter.com/prtwrenata/status/1727212494832443781,"25 yo and im still cute 
Virgo girlll ?
Beauty haul || Sukak kucing, makeup, sama ngadi ngadi  ? ´??? `?",2023-08-23T07:16:00.000Z,Bandung,712,589,461,1048,https://twitter.com//prtwrenata,??° Renata ? ?,@prtwrenata,FALSE,instagram.com/prtwrenata,,FALSE
1.73E+18,6,0,0,8,#prabowogibran2024,"Mari kita bersama-sama membangun Indonesia yang lebih sejahtera dan setara bagi semua, termasuk perempuan. 

Pak Prabowo percaya akan semakin banyak perempuan-perempuan hebat di masa depan!

#PrabowoSubianto 
#GibranRakabuming 
#PrabowoGibran2024",2023-11-22T02:58:00.000Z,11/22/2023,https://twitter.com/yosephrosario_/status/1727159567715541002,"together is easy,to get her is hard",2017-07-17T09:19:00.000Z,,14659,2018,67720,25770,https://twitter.com//yosephrosario_,Yoseph Rosario,@yosephrosario_,TRUE,,,TRUE
1.73E+18,0,0,0,0,#indonesiamaju,ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri #IndonesiaMaju #jokowi,2023-11-22T05:43:00.000Z,11/22/2023,https://twitter.com/frenchi503/status/1727201012010954874,,2013-12-12T01:30:00.000Z,Home_is_where_da_heart_is,16,35,40,122,https://twitter.com//frenchi503,Lina salinas,@frenchi503,FALSE,,@frenchi503,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri #IndonesiaMaju #jokowi,2023-11-22T05:42:00.000Z,11/22/2023,https://twitter.com/perezlaura720/status/1727200962308395337,,2013-08-07T15:55:00.000Z,,15,136,19,125,https://twitter.com//perezlaura720,Laura widya,@perezlaura720,FALSE,,@perezlaura720,FALSE
1.73E+18,109,4,42,45,#gibran,"Ternyata bukan hanya GenZ dan yg dewasa saja, bocil-bocil asli juga terserang DEMAM #Prabowo #Gibran ??

Kalo gini caranya ya gak pake lama, 1 putaran cukup #PrabowoGibran2024 Menang ?",2023-11-21T07:15:00.000Z,11/21/2023,https://twitter.com/BANGSAygSUJUD/status/1726861936984486275,#JokowiHebat #PrabowoPresiden2024 #?Khilafah #?PengasongKebencian #PenghebatanPancasila #PapuaHebat #?Papua #KitabNatanegara #UKMHebat #JalinPersatuan,2019-10-29T04:40:00.000Z,,28252,19643,100940,90959,https://twitter.com//BANGSAygSUJUD,B. Prasetya,@BANGSAygSUJUD,FALSE,,@BANGSAygSUJUD,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,"ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri
#IndonesiaMaju #jokowi",2023-11-22T05:42:00.000Z,11/22/2023,https://twitter.com/zaynforeverr21/status/1727200911125369082,@malikgrxnde,2013-05-27T11:31:00.000Z,,21,428,21,97,https://twitter.com//zaynforeverr21,Zain safii,@zaynforeverr21,FALSE,,@zaynforeverr21,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,"ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri
#IndonesiaMaju #jokowi",2023-11-22T05:41:00.000Z,11/22/2023,https://twitter.com/frenchi503/status/1727200725821018310,,2013-12-12T01:30:00.000Z,Home_is_where_da_heart_is,16,35,40,122,https://twitter.com//frenchi503,Lina salinas,@frenchi503,FALSE,,@frenchi503,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,"ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri
#IndonesiaMaju #jokowi",2023-11-22T05:41:00.000Z,11/22/2023,https://twitter.com/perezlaura720/status/1727200661161537988,,2013-08-07T15:55:00.000Z,,15,136,19,125,https://twitter.com//perezlaura720,Laura widya,@perezlaura720,FALSE,,@perezlaura720,FALSE
1.73E+18,0,0,0,0,#indonesiamaju,"ada 300 komitmen investasi asing di IKN Presiden Jokowi prioritaskan dalam negeri
#IndonesiaMaju #jokowi",2023-11-22T05:41:00.000Z,11/22/2023,https://twitter.com/zaynforeverr21/status/1727200608133009668,@malikgrxnde,2013-05-27T11:31:00.000Z,,21,428,21,97,https://twitter.com//zaynforeverr21,Zain safii,@zaynforeverr21,FALSE,,@zaynforeverr21,FALSE
1.73E+18,4,0,0,4,#prabowogibran2024,"Betul sekali Mas @gibran_tweet , Pak Prabowolah yang membuka gerbang untuk anak muda agar tidak apatis terhadap politik, Jangan Golput karena Politik Kebencian!

#PrabowoGibran2024
#PilpresGembiraProGibs
Fitnah DijogetinGemoy Aja",2023-11-22T03:11:00.000Z,11/22/2023,https://twitter.com/yosephrosario_/status/1727162828367552686,"together is easy,to get her is hard",2017-07-17T09:19:00.000Z,,14659,2018,67720,25770,https://twitter.com//yosephrosario_,Yoseph Rosario,@yosephrosario_,TRUE,,,TRUE
1.73E+18,9,0,5,8,#prabowogibran2024,"Pujian dari mas @gibran_tweet untuk pak @prabowo 

#prabowosubianto #GibranRakabuming #prabowopresiden #PrabowoGibran2024 #indonesia #indonesian #viral #fyp #politik #ganjarpranowo #aniesbaswedan #pinterpolitik",2023-11-22T04:05:00.000Z,11/22/2023,https://twitter.com/mypresidentid/status/1727176558618808343,"Temen-temen, udah pada kenalan belum sama pak Bowo? hah? belum? waaah.. mesti kenalan nih.. yuk kenalan sama pak Bowo! pak Bowo is My President",2022-10-09T15:10:00.000Z,Indonesia Raya,358,60,207,955,https://twitter.com//mypresidentid,Prabowo My President,@mypresidentid,FALSE,mypresident.id,,FALSE
