likes,replies,quotes,retweets,searchQuery,clean_content,tanggal,date,textblob_sentiment,textblob_sentiment_assessment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment
1,0,0,0,#mahfud,ganjar pranowo pilih pimpin bangsa indonesia ganjarcapres ganjarpresiden ganjarpranowo ganjar mahfud mahfudmd ganjarmahfud sahabatganjar relawanganjar jawatengah jateng,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
1,0,0,0,#mahfud,ganjar pranowo pilih pimpin bangsa indonesia ganjarcapres ganjarpresiden ganjarpranowo ganjar mahfud mahfudmd ganjarmahfud sahabatganjar relawanganjar jawatengah jateng,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfudmd,dukung ganjar pranowo mahfud md ganjarpranowo mahfudmd ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,1,0,1,cakimin,selamat kepda anies cakimin,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
713,143,36,290,gibran,langsung diam sederhana kak adearmando waras pasang gibran prabowo pondasi demokrasi rusak anak kepala negara proses,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfudmd,dukung ganjar pranowo mahfud md ganjarpranowo mahfudmd ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
357,435,45,87,gibran,struktur lengkap tim kampanye nasional tkn prabowo subianto gibran rakabuming raka kemang jakarta selatan pssi utus kader masuk tkn nama gabung big bro jeffrie geovanie anggota dewan bina tkn mas tum kaesang pangarep wakil ketua dewan arah tkn gus dhohir farisi anggota dewan nasehat tkn bro giring ganesha anggota dewan nasehat tkn sis irma hutabarat anggota dewan nasehat tkn sis grace natalie wakil ketua tkn koordinator strategis bro raja juli antoni wakil ketua koordinator strategis bro helmy yahya anggota dewan pakar tkn bro totok lusida anggota dewan pakar tkn sis fenty noverita wakil bendahara tkn sis keke parawansa wakil sekretaris tkn bro satia chandra wiguna wakil komandan teritorial tkn sis cheryl tanzil wakil komandan komunikasi tkn bro dedek prayudi wakil komandan pilih muda tkn sis francine widjojo wakil komandan hukum advokasi tkn selamat tugas utus menang menang,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.1, assessments=[(['big'], 0.0, 0.1, None)])",0,0.1,0.4215,0,0.98,0.02,Positive
0,0,0,0,#mahfud,jasa fotografer video acara duka makam kremasi jakarta wa jakartautara rumahdukajakarta infojabodetabek bintaro katholik sunter bsd gibran mahfud tokopedia milu kpu pondokindah jaksel bungaduka acara rest in damai,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
1,0,0,0,#mahfud,ganjar pranowo pilih pimpin bangsa indonesia ganjarcapres ganjarpresiden ganjarpranowo ganjar mahfud mahfudmd ganjarmahfud sahabatganjar relawanganjar jawatengah jateng,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfudmd,dukung ganjar pranowo mahfud md ganjarpranowo mahfudmd ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,gibran,timses salah lho dok simpatisan timses timses bentuk prabowo klo simpatisan kbanyakan sukarela aja bongkar asli main kubu lawan biar abu tai dukung prabowo,11/7/2023,11/7/2023,Positive,"Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333, assessments=[(['main'], 0.16666666666666666, 0.3333333333333333, None)])",0.166666667,0.333333333,0,0,1,0,Neutral
22,1,5,22,gibran,gibran tingkah bobby nasution bincang nasional oposisicerdas com ta,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfudmd,dukung ganjar pranowo mahfud md ganjarpranowo mahfudmd ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
72,21,3,25,gibran,survei charta politika periode oktober gibran cawapres masuk akal orang matang resiko pimpin negara sifat lihat mencla mencle ordebarureborn,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
333,24,2,158,gibran,kasihan prabowo mas gibran tweet timses simpati jajah lupa ajar karno hayat beliau tolak israel jajah palestina,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfud,maju gentar ganjar takut mahfud penghianat jokowi gibran tweet pdi juang partaigolkar,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
204,24,0,85,mahfud,yuk yuk gaes optimis menang ganjar mahfud putar gentar hadap lawan biarpun alat negara kuasa rakyat lihat rakyat tau kobok obok konstitusi rusak demokrasi ganjarmahmud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,gibran,produk pro zionis layak boikot biar danone aqua sumber dana kelompok zionis,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfud,kanjeng nabi muhammad angkat nabi rasul usia ganjar ganjarpranowo mahfud paktelur ganjarmahfud fyp fyp,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
1,0,0,1,#mahfud,ganjar mahfud pasang pilih favorit lapis masyarakat indonesia ganjarcapres ganjarpresiden ganjarpranowo ganjar mahfud mahfudmd ganjarmahfud sahabatganjar relawanganjar jawatengah jateng,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
97,0,0,19,mahfud,wayan koster pimpin konsolidasi dpc pdi juang kabupaten klungkung ketua dpd pdi juang provinsi bal dr ir wayan koster mm pimpin rapat konsolidasi pdi juang kabupaten klungkung tajuk mari gotong royong menang ganjar mahfud putar pilpres hadir struktur partai pdi juang dpd partai dpc partai pac partai ranting partai caleg dpr ri dprd bal dprd kabupaten klungkung minggu redite kliwon bala november gedung knpi kabupaten klungkung dpc pdi juang kabupaten klungkung ikan apresiasi hasil pimpin wayan koster struktur partai pdi juang kabupaten klungkung dpc partai pac partai ranting partai caleg dprd bal dprd kabupaten klungkung apresiasi sukses pimpin ketua dpd pdi juang provinsi bal dr ir wayan koster mm gubernur bal wujud bangun kabupaten klungkung labuh sampalan nusa penida labuh bias munjul nusa ceningan pusat budaya bal mall layan publik pasar seni semarapura wayan koster hadap produk lokal garam samba khusus bangun pusat budaya bal manfaat asli daerah pad perintah kabupaten klungkung masyarakat klungkung gelar konsolidasi dpc pdi juang kabupaten klungkung target ganjar mahfud menang persen putar konsolidasi laku dpc pdi juang kabupaten klungkung tuju menang pdi juang tingkat suara kursi pdi juang dprd klungkung dprd bal dpr ri menang ganjar mahfud putar tingkat nasional bal wayan koster ketua dpd pdi juang bal hadir konsolidasi ajak struktur partai dpc partai pac partai ranting partai caleg dprd bal dprd kabupaten klungkung kerja disiplin gotong royong kerja keras turun masyarakat kuat tekad menang ganjar mahfud kabupaten klungkung pdiperjuangan ganjaruntuksemua ganjarpresiden menangkanganjar ganjarmahfud ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,-0.1027,0.006,0.994,0,Negative
0,0,0,0,#mahfud,gibran tuju cawapres puji kanjeng nabi muhammad angkat nabi rasul usia ganjar ganjarpranowo mahfud paktelur ganjarmahfud fyp fyp,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfud,fakta lapang ganjar ganjarpranowo mahfud paktelur ganjarmahfud fyp fyp,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
70,191,47,13,gibran,prabowo subianto janji wujud swasembada beras gibran rakabuming raka pilih presiden wakil presiden dlvr it syv sl,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,mahfud,ganjar pranowo sosok capres santun penuh prestasi asing telinga sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
1,1,0,0,#mahfud,saksi talk politics with reinhard magnet politik mahfud md malam wib sindonews sindonews mahfudmd mahfud pilpres,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
284,9,1,76,mahfud,semangat ketua tim menang nasional tpn ganjar mahfud arsjadrasjid optimistis pasang ganjar pranowo mahfud md menang pilpres ganjar mahfud milik personality value track record bagus mata calon pilih ganjar mahfud bawa tuju indonesia emas ganjarmahfud inklusifkolaboratif id arsja,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0.34,0,0.939,0.061,Positive
43,0,0,22,mahfud,pasang capres cawapres ganjar pranowo mahfud md tekad cepat bangun ekonomi mandiri bas nilai direktur narasi konten tim menang nasional tpn ganjar mahfud roby muhamad ujung tombak sukses misi peran aktif masyarakat bangun ekonomi nasional sahabatganjar,11/4/2023,11/4/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
179,5,1,31,mahfud,lupa elit main ludruk ganjar mahfud pilih akar rumput voters ganjar tinggal bawa heppi menang,11/7/2023,11/7/2023,Positive,"Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333, assessments=[(['main'], 0.16666666666666666, 0.3333333333333333, None)])",0.166666667,0.333333333,0,0,1,0,Neutral
0,0,0,0,#mahfudmd,dukung ganjar pranowo mahfud md ganjarpranowo mahfudmd ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfudmd,dukung ganjar pranowo mahfud md ganjarpranowo mahfudmd ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
1,0,0,0,#mahfud,ganjar mahfud pasang pilih favorit lapis masyarakat indonesia ganjarcapres ganjarpresiden ganjarpranowo ganjar mahfud mahfudmd ganjarmahfud sahabatganjar relawanganjar jawatengah jateng,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,gibran,redd bull cari alternatif gibran tumbang,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
78,18,4,35,gibran,keren nih track record gibran politik dinasti ordebarureborn,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfudmd,dukung ganjar pranowo mahfud md ganjarpranowo mahfudmd ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,gibran,pakai lembaga negara istana all out prabowo gibran emng negara pribadi kah,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,#mahfudmd,kelas mahfudmd mahfudmd ganjarmahfud mkmk anwar usman fuji turunkanpakdhe scarlett palestina hamas ange karina freepalestinenow lawan partai socmed peach israelisagenocidalstate kevin cuci kaskus selasa bpjs sehat shameless,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,-0.34,0.085,0.915,0,Negative
48,62,0,16,#mahfudmd,ganjarpranowo mohmahfudmd program zero blank spot akses internet a thread ganjarpranowo mahfudmd ganjarmahfud ganjarpresiden tegakluruskonstitusi,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[(['blank'], 0.0, 0.0, None)])",0,0,0,0,1,0,Neutral
0,1,0,0,#mahfudmd,kena amerika serikat tiongkok presiden ganjar gantung negara ganjarpranowo mahfudmd capres pemilu pilpres strategipolitikluarnegeri,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
4,1,2,4,mahfud,puluh ribu unjung ganjar mahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,mahfud,nu madura solid dukung ganjar mahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.1, assessments=[(['solid'], 0.0, 0.1, None)])",0,0.1,0.1531,0,0.758,0.242,Positive
1,1,0,0,#mahfudmd,adil ikan kerja negara ganjar download metrotvxtend play store app store ganjarpranowo ganjarpranowo mahfudmd capres pemilu pilpres strategipolitikluarnegeri,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0.34,0,0.876,0.124,Positive
1,1,0,0,#mahfudmd,strategi politik negeri ganjar pranowo pilih presiden ganjarpranowo mahfudmd capres pemilu pilpres strategipolitikluarnegeri,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
3,4,0,1,#mahfudmd,kenal cawapres mohmahfudmd sang pendekar hukum a thread ganjarpranowo mahfudmd ganjarmahfud ganjarpresiden tegakluruskonstitusi,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
265,7,1,81,mahfud,arsjadrasjid ketua tim menang nasional tpn ganjar pranowo mahfud md optimis pasang ganjar mahfud menang pilpres suara persen putar target ganjar mahfud menang putar pilpres alas yes ganjar mahfud menang total menang tipis minimal ganjarmahfud,11/7/2023,11/7/2023,Negative,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.7833333333333333, assessments=[(['alas'], -0.4, 1.0, None), (['total'], 0.0, 0.75, None), (['minimal'], -0.1, 0.6, None)])",-0.166666667,0.783333333,0.1531,0.056,0.873,0.071,Positive
10,2,0,1,#mahfudmd,ganjarpranowo mohmahfudmd prioritas bangun indonesia timur bagaiman strategi a thread ganjarpranowo mahfudmd ganjarmahfud ganjarpresiden tegakluruskonstitusi,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
1,0,0,0,#mahfud,dukung masyarakat pasang ganjar pranowo mahfud md ganjarcapres ganjarpresiden ganjarpranowo ganjar mahfud mahfudmd ganjarmahfud sahabatganjar relawanganjar jawatengah jateng,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
385,35,2,92,mahfud,tim menang nasional tpn ganjar pranowo mahfud md optimistis menang pilih presiden pilpres putar gabung partai politik usung pasang target persen suara kontestasi nasional hitung kompetitor lihat persen putar insya allah menang ketua tpn ganjar mahfud arsjad rasjid ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
1,0,0,0,#mahfud,ganjar mahfud pasang pilih favorit lapis masyarakat indonesia ganjarcapres ganjarpresiden ganjarpranowo ganjar mahfud mahfudmd ganjarmahfud sahabatganjar relawanganjar jawatengah jateng,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
3,1,0,0,#mahfudmd,mohmahfudmd serah ketua mkmk mantan ketua officialmkri mahfud md cerita mkmk wewenang putus sesuai wenang download metrotvxtend app store play store mahfudmd mkmk mahkamahkonstitusi,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0.34,0,0.906,0.094,Positive
13,13,0,2,#mahfudmd,deret program ganjarpranowo hasil angka miskin a thread ganjarpranowo mahfudmd ganjarmahfud ganjarpresiden tegakluruskonstitusi,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
19,20,0,1,#mahfudmd,ganjarpranowo mohmahfudmd tonjol aspek digitalisasi visi misi a thread ganjarpranowo mahfudmd ganjarmahfud ganjarpresiden tegakluruskonstitusi,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
1,0,0,1,mahfud,kiai jabar nilai ganjar mahfud pasang alam mkmk fuji anwar usman partai socmed scarlett palestina sore lawan,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,-0.3612,0.135,0.865,0,Negative
0,0,0,0,muhaimin,indonesia cerah banget anies muhaimin roda kemudi dinamo gerak ubah haecieluv muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
523,3,1,171,muhaimin,muhaimin iskandar cakiminow sharing ide gagas indonesia sharing sessions unisma,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0.6808,0,0.588,0.412,Positive
0,0,0,0,muhaimin,anies baswedan muhaimin iskandar pasang penuh energi semangat ubah himudblood muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,muhaimin,muhaimin iskandar backup anies reinforce visi bangun inklusif rakhmad hp muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,muhaimin,anies muhaimin tandem bikin politik kualitas nampang porraadaa muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
0,0,0,0,muhaimin,prediksi kivlan zen pilpres menang prabowo gibran anies muhaimin kontenislam com pred kontenislam com pred,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
2891,30,33,2204,muhaimin,briged al qassam musnah kereta kebal kendara tentera israel perang darat gaza,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
113,4,0,40,muhaimin,kait capres cawapres warga nu gus muhaimin i love you kh munif muhammad zuhri ponpes girikesumo desa banyu diam kec mranggen kab demak prov jawa,9/3/2023,9/3/2023,Positive,"Sentiment(polarity=0.5, subjectivity=0.6, assessments=[(['love'], 0.5, 0.6, None)])",0.5,0.6,0.6369,0,0.851,0.149,Positive
0,0,0,0,muhaimin,anies baswedan muhaimin duo superhero bawa indonesia fase bayang sih progres haesolosoon muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
24,0,0,9,muhaimin,deklarasi ikappi dukung amin anies baswedan muhaimin iskandar pilpres aniesmuhaimin aniespresiden,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0,0,0,0,1,0,Neutral
