ï»¿id,isQuote,isRetweet,likes,quotes,replies,retweets,searchQuery,text,timestamp,tanggal,url,user/avatar,user/description,user/joinDate,user/location,user/totalFollowers,user/totalFollowing,user/totalLikes,user/totalTweets,user/url,user/userFullName,user/username,user/verified,user/website,username,verified,clean_content
1.7168e+18,False,True,2924,287,647,441,#cakimin,"Bakal calon presiden dan wakil presiden Koalisi Perubahan Anies Baswedan dan Muhaimin Iskandar (AMIN) menjanjikan adanya cuti melahirkan untuk seorang ayah. < #Anies #CakImin #Pemilu2024KCM #JernihMemilih

nasional.kompas.com/read/202?",2023-10-24T12:52:00.000Z,10/24/2023,https://twitter.com/kompascom/status/1716799747351310344,https://pbs.twimg.com/profile_images/1577144849437888514/d9x3nKN8.jpg,"Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya",2009-03-08T19:32:00.000Z,Jakarta,8565566,29,167,2411561,https://twitter.com//kompascom,Kompas.com,@kompascom,True,kompas.com,,True,bakal dan dan amin ayah read
1.72167e+18,False,False,0,1,0,0,#cakimin,"Kaos Vintage Anies Baswedan perubahan
Only 99k
shopee.co.id/T-shirt-Anies-B?

#AMINkanIndonesia #Aminajadulu #AnisMuhaimin2024 #AnisMuhaimin #Pkb #Nasdem #Pks #cakimin #Muhaiminiskandar",2023-11-06T23:08:00.000Z,11/6/2023,https://twitter.com/arisalfazun/status/1721665907221741833,https://pbs.twimg.com/profile_images/1719723520509579264/m9RDksOV.jpg,Crypto enthusias,2022-03-18T08:40:00.000Z,,1,8,3,19,https://twitter.com//arisalfazun,ArisAl,@arisalfazun,False,,,False,vintage k id shirt b
1.72158e+18,False,True,10,1,1,1,#cakimin,"Gus Choi menyebutkan Surya Paloh yakin pasangan duet Koalisi Perubahan ini lanjut pada putaran kedua dan memenangkan Pilpres mendatang.
 ~J #AniesImin #SuryaPaloh #AniesBaswedan #CakImin #JernihkanHarapan",2023-11-06T17:13:00.000Z,11/6/2023,https://twitter.com/kompascom/status/1721576586837954854,https://pbs.twimg.com/profile_images/1577144849437888514/d9x3nKN8.jpg,"Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya",2009-03-08T19:32:00.000Z,Jakarta,8565566,29,167,2411561,https://twitter.com//kompascom,Kompas.com,@kompascom,True,kompas.com,,True,yakin duet dan j
1.72145e+18,False,False,0,0,0,0,#cakimin,"Muhaimin Iskandar Kunjungi Kantor Pusat MTA di Solo 
#CakImin #MuhaiminIskandar #MajelisTafsirAlquran #MTASolo 
republika.co.id/r/s3ocwm291",2023-11-06T08:37:00.000Z,11/6/2023,https://twitter.com/republikajogja/status/1721446596548907224,https://pbs.twimg.com/profile_images/1636663660587397120/6pu5mZIE.jpg,Republika Perwakilan DIY Jateng & Jatim,2019-09-26T06:15:00.000Z,Yogyakarta,21,5,0,6235,https://twitter.com//republikajogja,Republika Jogja,@republikajogja,False,rejogja.republika.co.id,,False,di solo id r
1.72185e+18,False,False,0,0,0,0,mahfud,"Gaspoll maju terus Pak Ganjar-Mahfud, buat inspirasi agar anak muda diseluruh Indonesia untuk bisa berkarya pakk",2023-11-07T11:13:00.000Z,11/7/2023,https://twitter.com/FriskaaMaharani/status/1721848328047255757,https://pbs.twimg.com/profile_images/1708468577433767936/wBZ1MGfT.jpg,,2021-09-18T13:48:00.000Z,,19,74,977,111,https://twitter.com//FriskaaMaharani,priskaa,@FriskaaMaharani,False,,,False,agar
1.72144e+18,False,False,0,0,0,0,#cakimin,"Belum jadi aja janji udah di revisi apalagi kalau...

#politik #politikindonesia #politiksatire #politikhumor #politiktoday #politikonoha
#cakimin #deddycorbuzier #aniesbaswedan #closethedoor #janjikampanyecakimin #capres2024 #pilpres2024 #cawapres2024 #PKB #nasdem",2023-11-06T08:06:00.000Z,11/6/2023,https://twitter.com/politikonoha/status/1721438782912868475,https://pbs.twimg.com/profile_images/1620251251350052864/-bDDr9d7.jpg,"?Ketika Politik konoha muncul disitulah para politisi ketar ketir?

Tiktok: tiktok.com/@politikonoha_
YT: piped.video/@politikkonoha",2023-01-24T04:38:00.000Z,,8,50,14,132,https://twitter.com//politikonoha,politikonoha,@politikonoha,False,instagram.com/politikonoha_/,,False,di
1.7218e+18,False,True,4,0,0,2,mahfud,"Para Kiai Se-Jabar Menilai Ganjar-Mahfud sebagai pasangan yang tegas dan berpengalaman.

MKMK Fuji Scarlett Siang Ange Kevin Anwar Usman Peach",2023-11-07T07:43:00.000Z,11/7/2023,https://twitter.com/NadhiraAishaaa/status/1721795391430242475,https://pbs.twimg.com/profile_images/1575325157056389121/iWW3mCup.jpg,Haloo,2022-09-29T03:22:00.000Z,,1075,1979,623,1059,https://twitter.com//NadhiraAishaaa,Nadhira Aisha,@NadhiraAishaaa,False,,,False,para se yang dan fuji peach
1.72175e+18,False,True,186,26,146,62,gibran,"Semalam GOLKAR gelar resepsi syukuran HUT ke-59 di pelataran Kantor DPP Golkar-Slipi. Presiden Jokowi-Capres Prabowo Subijanto turut hadir. Kartu Tanda Anggota PG sudah disiapkan utk Gibran, Namun dia tidak datang. Tiket Gratis dari Golkar sdh diberikan tanpa jerih payahnya.",2023-11-07T04:23:00.000Z,11/7/2023,https://twitter.com/yuddychrisnandi/status/1721745058372948424,https://pbs.twimg.com/profile_images/599997709320237057/_41vSIF0.jpg,"Guru Besar Ekopol-UNAS. Alumni UI/NTU/Unpad/HMI.Pecinta Alam,Seni-Budaya&Musik.Ayahnya Ayesha. Menpan RB 2014-16.Dubes Ukraina 2017",2009-10-27T15:47:00.000Z,Kyiv-Ukraina,180053,389,74,19801,https://twitter.com//yuddychrisnandi,Yuddy Chrisnandi,@yuddychrisnandi,False,yuddychrisnandi.co,,False,hut di gratis dari
1.72184e+18,False,False,0,0,0,0,#mahfudmd,"Dukungan untuk Ganjar Pranowo dan Mahfud MD

#GanjarPranowo #MahfudMD #GanjarMahfud2024",2023-11-07T10:55:00.000Z,11/7/2023,https://twitter.com/berliany10/status/1721843829899481302,https://pbs.twimg.com/profile_images/1613496596272119808/aHoSEIxt.jpg,,2023-01-12T11:21:00.000Z,,114,35,174,80,https://twitter.com//berliany10,Berliany,@berliany10,False,,,False,dan
1.72177e+18,False,False,1,0,0,0,#mahfud,"Ganjar Pranowo adalah pilihan tepat untuk memimpin bangsa Indonesia
#GanjarCapres #GanjarPresiden2024 #GanjarPranowo #Ganjar #Mahfud #MahfudMD #GanjarMahfud #sahabatganjar #relawanganjar #jawatengah #jateng",2023-11-07T05:43:00.000Z,11/7/2023,https://twitter.com/lavizkaleini/status/1721765178025652734,https://pbs.twimg.com/profile_images/1655894848187305985/-4TxT9zJ.jpg,"Sahabat Ganjar | Sobat Ganjar | Relawan Ganjar
Jateng Gayeng",2016-06-01T22:52:00.000Z,Central Java,740,1300,1408,1545,https://twitter.com//lavizkaleini,Lavizka,@lavizkaleini,False,,,False,
1.72178e+18,False,True,70,2,2,30,#muhaimin,"Beuh mantap Gus, langsung paham

 #Muhaimin #AniesMuhaimin2024 #Anies #Amin",2023-11-07T06:42:00.000Z,11/7/2023,https://twitter.com/aniesmania/status/1721780066634637581,https://pbs.twimg.com/profile_images/1631199819866988544/TI6uiZix.jpg,The Spirit of Democracy,2017-02-28T11:32:00.000Z,,46674,199,29356,22672,https://twitter.com//aniesmania,Anies Mania,@aniesmania,True,,,True,
1.72181e+18,False,True,202,8,20,84,mahfud,"Bagaimana mau menghasilkan Demokrasi yang berkualitas Pak Jokowi?!

Baliho bungsu bapak baru ditanyain beginian saja sudah mulai ada mengintimidasi..

Baliho Ganjar Mahfud dan bendera PDI Perjuangan dicopot supaya bapak nyaman, kita ga bisa protes apa-apa..

Jangan di depan lain, di belakang lain dong..",2023-11-07T08:51:00.000Z,11/7/2023,https://twitter.com/Paltiwest/status/1721812695480250803,https://pbs.twimg.com/profile_images/1716803634623897600/zfklFBmn.jpg,"Eks Sekretaris Republik Cyber Projo 2019-2023

Freelance, SocMed Activist, Bicara Olahraga, Media , Sosial dan Politik

tiktok.com/@katanalar",2010-11-10T18:28:00.000Z,"Medan dan Jakarta, Indonesia",68729,4305,299592,408536,https://twitter.com//Paltiwest,Bang #NalaR ?? ?,@Paltiwest,True,instagram.com/paltiwest/,,True,mau yang baru dan ga apa apa di lain di lain dong
1.72178e+18,False,False,0,0,0,0,cakimin,Mandi kembang dahulu Cakimin !!!!,2023-11-07T06:41:00.000Z,11/7/2023,https://twitter.com/Wwndi8/status/1721780000159158687,https://pbs.twimg.com/profile_images/1586927153513648128/AV2pm_FZ.jpg,,2021-09-17T05:23:00.000Z,,59,79,2318,3191,https://twitter.com//Wwndi8,Wwndi,@Wwndi8,False,,,False,
1.72177e+18,False,False,1,0,0,0,#mahfud,"Ganjar Pranowo adalah pilihan tepat untuk memimpin bangsa Indonesia
#GanjarCapres #GanjarPresiden2024 #GanjarPranowo #Ganjar #Mahfud #MahfudMD #GanjarMahfud #sahabatganjar #relawanganjar #jawatengah #jateng",2023-11-07T05:42:00.000Z,11/7/2023,https://twitter.com/lavizkaleini/status/1721765108056313896,https://pbs.twimg.com/profile_images/1655894848187305985/-4TxT9zJ.jpg,"Sahabat Ganjar | Sobat Ganjar | Relawan Ganjar
Jateng Gayeng",2016-06-01T22:52:00.000Z,Central Java,740,1300,1408,1545,https://twitter.com//lavizkaleini,Lavizka,@lavizkaleini,False,,,False,
1.72177e+18,False,False,1,0,0,0,#mahfud,"Ganjar Pranowo adalah pilihan tepat untuk memimpin bangsa Indonesia
#GanjarCapres #GanjarPresiden2024 #GanjarPranowo #Ganjar #Mahfud #MahfudMD #GanjarMahfud #sahabatganjar #relawanganjar #jawatengah #jateng",2023-11-07T05:42:00.000Z,11/7/2023,https://twitter.com/lavizkaleini/status/1721765032168772000,https://pbs.twimg.com/profile_images/1655894848187305985/-4TxT9zJ.jpg,"Sahabat Ganjar | Sobat Ganjar | Relawan Ganjar
Jateng Gayeng",2016-06-01T22:52:00.000Z,Central Java,740,1300,1408,1545,https://twitter.com//lavizkaleini,Lavizka,@lavizkaleini,False,,,False,
1.72184e+18,False,False,0,0,0,0,#mahfudmd,"Dukungan untuk Ganjar Pranowo dan Mahfud MD

#GanjarPranowo #MahfudMD #GanjarMahfud2024",2023-11-07T10:52:00.000Z,11/7/2023,https://twitter.com/berliany10/status/1721843110479892509,https://pbs.twimg.com/profile_images/1613496596272119808/aHoSEIxt.jpg,,2023-01-12T11:21:00.000Z,,114,35,174,80,https://twitter.com//berliany10,Berliany,@berliany10,False,,,False,dan
1.7217e+18,False,True,0,0,1,1,cakimin,"kalo begini terus, saya ucapkan selamat kepda Anies - Cakimin",2023-11-07T01:29:00.000Z,11/7/2023,https://twitter.com/AntonoYana/status/1721701454225019332,https://pbs.twimg.com/profile_images/1060569561869639680/agrcmIPE.jpg,,2018-11-08T02:03:00.000Z,,301,538,10258,4592,https://twitter.com//AntonoYana,yana_antono,@AntonoYana,False,,,False,kalo saya
1.72159e+18,False,True,713,36,143,290,gibran,".
Diapun langsung Terdiam.
-
Masalahnya gak Sesederhana itu kak @adearmando61.
Kita-kita yg masih waras gak mempermasalahkan Pasangan GIBRAN & PRABOWO.

Ini masalah Pondasi kita dalam Berdemokrasi yang dirusak hanya untuk ""Anak Kepala Negara""

Yang kita Permasalahkan Prosesnya.",2023-11-06T18:06:00.000Z,11/6/2023,https://twitter.com/Chynthia_K/status/1721589932580642973,https://pbs.twimg.com/profile_images/1711336454419529728/rW0QqpW4.jpg,"Dimana Bumi kupijak.,Disitu langit ku Junjung. | ? | me & my   Family.",2013-04-06T09:13:00.000Z,DKI Jakarta | INDONESIA,5016,2518,15177,12965,https://twitter.com//Chynthia_K,,@Chynthia_K,False,,,False,yang yang
1.72184e+18,False,False,0,0,0,0,#mahfudmd,"Dukungan untuk Ganjar Pranowo dan Mahfud MD

#GanjarPranowo #MahfudMD #GanjarMahfud2024",2023-11-07T10:52:00.000Z,11/7/2023,https://twitter.com/berliany10/status/1721843129513582966,https://pbs.twimg.com/profile_images/1613496596272119808/aHoSEIxt.jpg,,2023-01-12T11:21:00.000Z,,114,35,174,80,https://twitter.com//berliany10,Berliany,@berliany10,False,,,False,dan
1.72149e+18,False,True,357,45,435,87,gibran,"Struktur lengkap Tim Kampanye Nasional (TKN) Prabowo Subianto - Gibran Rakabuming Raka hari ini diumumkan di Kemang, Jakarta Selatan.

PSI mengutus sejumlah kader terbaiknya untuk masuk ke dalam TKN. Nama-nama yang tergabung adalah; 

Big Bro Jeffrie Geovanie - Anggota Dewan Pembina TKN

Mas Ketum Kaesang Pangarep - Wakil Ketua Dewan Pengarah TKN

Gus Dhohir Farisi - Anggota Dewan Penasehat TKN 
Bro Giring Ganesha - Anggota Dewan Penasehat TKN
Sis Irma Hutabarat - Anggota Dewan Penasehat TKN 

Sis Grace Natalie - Wakil Ketua TKN Koordinator Strategis 
Bro Raja Juli Antoni - Wakil Ketua Koordinator Strategis 

Bro Helmy Yahya - Anggota Dewan Pakar TKN
Bro Totok Lusida - Anggota Dewan Pakar TKN

Sis Fenty Noverita - Wakil Bendahara TKN
Sis Keke Parawansa - Wakil Sekretaris TKN 
Bro Satia Chandra Wiguna - Wakil Komandan Teritorial TKN
Sis Cheryl Tanzil - Wakil Komandan Komunikasi TKN
Bro Dedek Prayudi - Wakil Komandan Pemilih Muda TKN
Sis Francine Widjojo - Wakil Komandan Hukum dan Advokasi TKN 

Selamat bertugas untuk para utusan!  Yakin menang pasti menang",2023-11-06T11:29:00.000Z,11/6/2023,https://twitter.com/psi_id/status/1721490016931918084,https://pbs.twimg.com/profile_images/1623610293862666240/2ivhh5tp.jpg,Akun Resmi Partai Solidaritas Indonesia | Contact: +62213922213,2015-03-22T02:33:00.000Z,Jakarta Capital Region,167997,945,18265,43184,https://twitter.com//psi_id,DPP PSI,@psi_id,True,s.id/psi,,True,di psi yang big dewan pembina mas dewan dewan dewan sis dewan sis grace raja dewan dewan sis sis sis sis dan para yakin
1.72174e+18,False,False,0,0,0,0,#mahfud,"Jasa Fotografer video acara kedukaan, pemakaman, kremasi, jakarta dan sekitarnya.
 WA : 0878 2240 1343

#jakartautara #rumahdukajakarta #infojabodetabek #bintaro #katholik #sunter #bsd #gibran #mahfud #tokopedia #pemilu #kpu #pondokindah #jaksel #bungaduka #acara Rest In Peace",2023-11-07T03:47:00.000Z,11/7/2023,https://twitter.com/brightwellfoto/status/1721735978321158163,https://pbs.twimg.com/profile_images/1696146114700075009/witI8R1T.jpg,"JASA FOTO VIDEO JABODETABEK   
FAST RESPOND WA: 0878-2240-1343 || NO DM / MENTION || MELAYANI DOKUMENTASI BERBAGAI EVENT / ACARA DI AREA JABODETABEK",2010-09-28T15:51:00.000Z,"Jakarta, Indonesia.",2098,4811,738,46632,https://twitter.com//brightwellfoto,JASA FOTOGRAFER VIDEO JABODETABEK,@brightwellfoto,False,campsite.bio/brightwell,,False,video acara dan wa rest peace
1.72176e+18,False,False,1,0,0,0,#mahfud,"Ganjar Pranowo adalah pilihan tepat untuk memimpin bangsa Indonesia
#GanjarCapres #GanjarPresiden2024 #GanjarPranowo #Ganjar #Mahfud #MahfudMD #GanjarMahfud #sahabatganjar #relawanganjar #jawatengah #jateng",2023-11-07T05:42:00.000Z,11/7/2023,https://twitter.com/lavizkaleini/status/1721764951646421492,https://pbs.twimg.com/profile_images/1655894848187305985/-4TxT9zJ.jpg,"Sahabat Ganjar | Sobat Ganjar | Relawan Ganjar
Jateng Gayeng",2016-06-01T22:52:00.000Z,Central Java,740,1300,1408,1545,https://twitter.com//lavizkaleini,Lavizka,@lavizkaleini,False,,,False,
1.72184e+18,False,False,0,0,0,0,#mahfudmd,"Dukungan untuk Ganjar Pranowo dan Mahfud MD

#GanjarPranowo #MahfudMD #GanjarMahfud2024",2023-11-07T10:52:00.000Z,11/7/2023,https://twitter.com/berliany10/status/1721843094222733330,https://pbs.twimg.com/profile_images/1613496596272119808/aHoSEIxt.jpg,,2023-01-12T11:21:00.000Z,,114,35,174,80,https://twitter.com//berliany10,Berliany,@berliany10,False,,,False,dan
1.72185e+18,False,False,0,0,0,0,gibran,"Timses apaan,anda salah lho dok,,,dia cuman simpatisan bukan timses,timses dibentuk oleh prabowo,klo simpatisan kbanyakan sukarela aja,,,dan ini udh kebongkar aslinya permainan kubu lawan,biar abu tai ini dukung prabowo",2023-11-07T11:13:00.000Z,11/7/2023,https://twitter.com/boyclavismundi/status/1721848295923105906,https://pbs.twimg.com/profile_images/1720902941429886976/l5EX4dE9.jpg,?VCC?Gooners Gunners?,2021-05-07T20:20:00.000Z,,9,201,399,2791,https://twitter.com//boyclavismundi,Boy Clavis Mundi,@boyclavismundi,False,,,False,anda dan abu tai
1.72172e+18,False,True,22,5,1,22,gibran,"Tak Hanya Gibran, Tingkah Bobby Nasution Juga Jadi Perbincangan se-Nasional oposisicerdas.com/2023/11/ta?",2023-11-07T02:51:00.000Z,11/7/2023,https://twitter.com/OposisiCerdas/status/1721721990342684918,https://pbs.twimg.com/profile_images/1238029886066851841/eqxRguVj.jpg,"Email : 
oposisicerdasnews@gmail.com",2017-07-19T18:38:00.000Z,,247442,149,188,112447,https://twitter.com//OposisiCerdas,OposisiCerdas.com,@OposisiCerdas,False,oposisicerdas.com,,False,bobby se ta
1.72184e+18,False,False,0,0,0,0,#mahfudmd,"Dukungan untuk Ganjar Pranowo dan Mahfud MD

#GanjarPranowo #MahfudMD #GanjarMahfud2024",2023-11-07T10:52:00.000Z,11/7/2023,https://twitter.com/ganjargayeng/status/1721843048446128372,https://pbs.twimg.com/profile_images/1686415881805643776/6iHhptYn.jpg,Akun Relawan Sahabat Ganjar,2022-09-02T16:09:00.000Z,"Yogyakarta, Indonesia",130,48,845,3436,https://twitter.com//ganjargayeng,Sahabat Ganjar Pranowo RI 1,@ganjargayeng,False,,,False,dan
1.72176e+18,False,True,72,3,21,25,gibran,"Menurut survei dari Charta Politika, periode 26-31 Oktober, Gibran tak pantas jadi cawapres.

Masuk akal, orang yg blm matang sangat beresiko untuk memimpin negara sebesar ini, sifat yg udah kelihatan yaitu mencla mencle ??????
#OrdeBaruReborn",2023-11-07T05:24:00.000Z,11/7/2023,https://twitter.com/FirzaHusainID/status/1721760603461849355,https://pbs.twimg.com/profile_images/1418746550411415553/NEYxzUMR.jpg,Korban kemunafikan seorang tokoh,2017-04-05T09:59:00.000Z,Jakarta Raya,79020,7378,79157,81480,https://twitter.com//FirzaHusainID,Firza Husain ??,@FirzaHusainID,False,tiktok.com/@firzahusaininc?_?,,False,dari pantas orang
1.72174e+18,True,True,333,2,24,158,gibran,"Kasihan pak @prabowo dan mas @gibran_tweet punya timses yang justru simpati kepada penjajah...
Melupakan ajaran Bung Karno yang dengan tegas sampai akhir hayat beliau menolak mengakui Israel yang menjajah Palestina.",2023-11-07T03:52:00.000Z,11/7/2023,https://twitter.com/akhadam77/status/1721737446927556876,https://pbs.twimg.com/profile_images/1679265834789924864/iGKtdgBj.jpg,"Dosen FK Univ Mataram NTB,
Ketua IDI Kota Mataram,
Ketua Pengawas Mualaf Center Indonesia Peduli, Wadir Yanmed RS Univ. Mataram NTB",2012-08-09T06:42:00.000Z,"Mataram, Lombok, Indonesia",32239,198,2882,9149,https://twitter.com//akhadam77,"dr. Akhada Maulana, Sp.U",@akhadam77,True,,,True,dan mas yang bung yang yang
