likes,replies,quotes,retweets,searchQuery,clean_content,tanggal,date,textblob_sentiment,textblob_sentiment_assessment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment
1,0,0,0,muhaimin,prediksi kivlan zen pilpres menang prabowo gibran anies muhaimin gelora co prediksi k,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
34,3,0,9,gibran,paman gibran curang pakar hukum sanksi anwar usman henti hormat,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
2,0,0,0,#muhaimin,elektabilitas calon presiden capres anies baswedan alami tingkat konsisten anis muhaimin jurnalindo com nasional elek,10/31/2023,10/31/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,gibran,jakarta kompas com struktur lengkap tim kampanye nasional tkn koalisi indonesia maju usung prabowo subianto gibran rakabuming raka senin siang bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
3,0,0,1,ganjar,ganjar pranowo inap rumah warga desa trikoyo camat tugumulyo mus rawas ganjar pranowo inap rumah milik warga desa trikoyo mus rawas hadir ganjar heboh warga bondong temu ganjar rumah ganjar dengar aspirasi masyarakat harga sembako kian mahal pupuk pdiperjuangan ganjaruntuksemua ganjarpresiden menangkanganjar ganjarmahfud ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1044,53,24,293,ganjar mahfud,ganjar mahfud ganjar mahfud ganjar mahfud tuju menang peduli lawan setia,11/2/2023,11/2/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#anies,sepakat aminforfreepalestine anies,11/5/2023,11/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
75,4,0,30,#ganjar,mas ganjarpranowo istri siti atikoh kumpul saudara nya kenang waris ajar kh hisyam abdul karim kalijaran sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,11/5/2023,11/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
4,0,0,1,#mahfudmd #ganjar,calon wakil presiden mahfud md tag line milu ganjar mahfud singkat nama pasang mahfudmd ganjar pemilu yogyakarta kompas com read,10/30/2023,10/30/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,0,#mahfud,tokoh masyarakat sumsel sepakat dukung ganjar mahfud presiden wakil presiden ganjarmahfud ganjarcapres ganjar ganjarpranowo ganjarpresiden mahfud ganjarpranowo ganjarmenangtotal ganjarforpresiden pemilu pilpres,11/5/2023,11/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfudmd,percaya pokok mah mahfudmd ganjarmahfud ganjarpresiden pemimpinamanah indonesia bandung,11/5/2023,11/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
2,0,0,2,#anies,laju elektabilitas amin bendung pipin pks publik ubah anies muhaimin jpnn com news laju elektabil,10/31/2023,10/31/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfud,ganjar mahfud komitmen berantas korupsi indonesia pilihganjar pilihmahfud mahfud ganjar ganjarmahfud,11/1/2023,11/1/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,arti calon nya ragu coret prabowo ft gibran,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,#cakimin,janji langit anies imin aniespembohong aniesgagal aniespemecahbelahbangsa aniesgabener cakimin,10/17/2023,10/17/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies muhaimin,anies baswedan muhaimin iskandar mari bangun indonesia jakeuisjake muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,1,prabowo,jokowi bilang bahasa inggris menang x lawan prabowo jago bahasa inggris kisah ulang masak pilih orang jago bahasa inggris,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1589,70,8,524,anies,anies baswedan diam zionisme israel laku bantai palestina freefreepalestine,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
3,0,0,2,#cakimin,kejut politik ya jelang tutup daftar capres cawapres jokowi anies ganjar prabowo cakimin mahfudmd gibran capres cawapres,10/21/2023,10/21/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1342,139,16,381,mahfud,tema campaign ganjar mahfud integritas berantas korupsi sayang politik persepsi persepsi publik polling anggap pdip korup percaya tugas partai hadap korupsi kader partai berat,11/3/2023,11/3/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies,iya si serius ambil politik which i hate the most pulang kampung harap santai ngomongin random eh dengerin emak adek debat politik anies gagal koalisi,11/7/2023,11/7/2023,Negative,"Sentiment(polarity=-0.26666666666666666, subjectivity=0.6333333333333333, assessments=[(['hate'], -0.8, 0.9, None), (['most'], 0.5, 0.5, None), (['random'], -0.5, 0.5, None)])",-0.266666667,0.633333333,-0.5719,0.134,0.866,0.0,Negative
0,0,0,0,#cakimin,langsung jam rangkai periksa sehat jalan anies cak imin rspad merdekanews co read be aminajadulu aniesbaswedan muhaiminiskandar cakimin rspad pemeriksaankesehatancaprescawapres,10/21/2023,10/21/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,cakimin,aminforfreepalestine ekonomi rakyat jiwa pimpin free palestine cakimin,11/5/2023,11/5/2023,Positive,"Sentiment(polarity=0.4, subjectivity=0.8, assessments=[(['free'], 0.4, 0.8, None)])",0.4,0.8,0.5106,0.0,0.68,0.32,Positive
634,11,5,240,#anies,dinasti politik juang demokrasi berat arti kalah rakyat dukung ubah anies amin aniesmuhaimin,10/28/2023,10/28/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
202,20,8,84,mahfud,hasil demokrasi kualitas jokowi baliho bungsu ditanyain intimidasi baliho ganjar mahfud bendera pdi juang copot nyaman protes,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,program ekonomi prabowo subianto rakyat prabowo prabowo kodekita menatamasadepan,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
828,49,8,252,mahfudmd,mahfud md bacawaprese pdi juang malam gresik sih,11/4/2023,11/4/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,tengok koalisi prabowo gibran cawapres ngotot prabowo biarin ribut,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo gibran,luhut istirahat total pilih rawat rs singapura tani keluarga airlanggahartarto kuningkeren prabowogibran partaigolkar golkarpedia golkarpedia com luhut,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.75, assessments=[(['total'], 0.0, 0.75, None)])",0.0,0.75,0.0,0.0,1.0,0.0,Neutral
4,0,0,1,#muhaimin,rampung jalan tes sehat anies muhaimin profesional cepat suaradotcom aniesbaswedan muhaimin cakimin aniesmuhaimin,10/22/2023,10/22/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
3,1,0,1,mahfud,ganjar mahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,ganjar,ganjar santri dukung palestina gaung heveen ganjar presiden,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#cakimin #anies,cak imin anies prabowo limpah suara barat timur peperangan indah politik cakimin anies prabowo pilpres nasdem pkb gerindra ahy demokrat wakilpresiden indonesia,9/5/2023,9/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfudmd,nyata ganjar pranowo mahfud md konsisten tolak israel kompromi melodyshanijkt shopeelive bnikinerjaberkelanjutan the heavenday menangtotal,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies muhaimin,anies baswedan muhaimin iskandar mari wujud indonesia myjaypeloy muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,ya putus mk rujuk putus mkmk arti putus mk cacat moral peduli ya monggo rakyat nilai kredibilitas jokowi prabowo gibran tweet,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.25, assessments=[(['moral'], 0.0, 0.25, None)])",0.0,0.25,0.0,0.0,1.0,0.0,Neutral
99,6,0,13,mahfudmd,mahfud md putus mkmk percaya kredibilitas jimly asshiddiqie dlvr it syrfgj,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfud,parah nih pamangibrancurang pilih ya ganjar mahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
157,37,5,85,gibran,orang lingkar istana masuk tim kampanye prabowo gibran periode format nasional kompas com read,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,prabowo,curang hitung suara,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
8,0,0,3,anies,gus fakta mesra tuh anies prabowo,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,prabowo,curang hitung suara,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#cakimin,presiden pks ahmad syaikhu ciri tokoh kapten tim nasional menang pasang amin sosok bawa menang pilih presiden pilpres ld cakimin aniesbaswedan tribunnews com mata lokal me,11/1/2023,11/1/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfudmd,duet maut ganjar mahfud basmi kkn negeri ganjarpranowo mahfudmd programkerja antikorupsi,11/4/2023,11/4/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfudmd #ganjar,harap teman mahasiswa mahasiswi jawa barat harap nih gama mahfudmd ganjar ganjarpranowo alamganjar tuankurakyat lanjutgan capres indonesia rambutputih gandara ganjardanrakyat gandaraindonesia,11/1/2023,11/1/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,gibran,po kudune ya bg hehe,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,-0.5574,0.474,0.526,0.0,Negative
0,0,0,0,prabowo,terobos teman puskesmas kerja,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#muhaimin,terimakasihpkb danadesanaik muhaimin iskandar,7/6/2023,7/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#anies,amin visi misi kualitas aminforfreepalestine anies,11/5/2023,11/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,2,0,0,#cakimin #anies,cawapres koalisi ubah muhaimin iskandar cak imin nilai pasang anies baswedan rupa gubernur sukses indonesia cak imin klaim anies sukses tumbuh ekonomi infrastruktur jakarta cakimin anies nasional kompas com read,10/14/2023,10/14/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
8,0,1,2,ganjar mahfudmd,diaspora indonesia eropa nyata dukung ganjar mahfud md pilpres tag scarlett fuji mundur ketua mk upnormal lawan innalillahi virginia pagi palestina pagi gen z hamas angel down quebec senin eren artists,11/7/2023,11/7/2023,Negative,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889, assessments=[(['down'], -0.15555555555555559, 0.2888888888888889, None)])",-0.155555556,0.288888889,0.0,0.0,1.0,0.0,Neutral
1,0,0,0,mahfudmd,mahfud md calon pimpin cari berantas korupsi junjung demokrasi tolak taktik kotor politik dukung penuh merdeka palestina ganjarmahfud pilpres ganjarmahfudpejuangkonstitusi,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
3863,46,45,3397,muhaimin,orang ni suka double park kereta jammed suka potong queue hisap rokok kat kedai makan suka share fitnah kat whatsapp,11/6/2023,11/6/2023,Negative,"Sentiment(polarity=-0.05, subjectivity=0.3, assessments=[(['double'], 0.0, 0.0, None), (['jammed'], -0.1, 0.6, None)])",-0.05,0.3,0.296,0.0,0.896,0.104,Positive
0,0,0,0,prabowo,padat duduk area batas prabowo prabowo kodekita menatamasadepan,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,1,prabowo,rakyat prabowo potensial menang tribun jawa barat dlvr it syvkhl jokowinomics menatamasadepan bersamaprabowo,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1019,109,11,220,mahfud,hadir door prize hadir sholawatan ganjar mahfud bersholawat shollu alan nabii,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.5106,0.0,0.752,0.248,Positive
0,0,0,0,ganjar,presiden kerja makan prabowo pasang ganjar pasang anis pasang ya sopo presidene sik amanah korupsi liyane ben gusti allah sik atur,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#gibran,deret nama usaha tim kampanye nasional tkn pasang capres cawapres prabowo subianto gibran rakabuming raka pilpres bindo id news politik,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,1,#ganjar,potret capres sederhana idola rakyat sahabatganjar ganjarpranowo ganjar menangkanganjar generasigotongroyong,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfudmd,kiai ustad cendikiawan bidang agama nyata dukung paslon ganjar pranowo mahfud md nilai pimpin sejuk pimpin indonesia arah,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,3,mahfud,anies cak imin redam sentimen agama ganjar mahfud pakar hukum jaga partai kuat prabowo mas gibran kumpul orang musuh masyarakat tinggal pilih,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
285,8,3,70,mahfudmd,dukung pasang ganjarpranowo mohmahfudmd alir kalang masyarakat cak fauzi optimistis dukung ganjar mahfud madura kuat bupati sumenep achmadfauzi wy cak fauzi optimistis dukung ganjar pranowo mahfud md gelar pilpres kuat utama pulau madura masyarakat madura wakil putra daerah kontestasi pilpres dtk id nx srh,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#ganjar,ribu santri ponpes ar rahman gegap gempita sambut bacapres ganjar pranowo lihat ganjar televisi langsung rebut salam foto sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,ganjar mahfudmd,ketua tembong fc kota serang dukung ganjar mahfud pilpres ganjarpranowo mahfudmd ganjarmahfud fyp fyp fyp viral beritaviral viral,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,prabowo gibran milik peluang menang pilpres dukung habib luthfi gus miftah prabowo gibran potensial dulang suara kalang nu caritau lengkap caritau com post kiai,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,#ganjar,calon presiden ganjar pranowo hadir acara silaknas icmi makassar sabtu sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,1,0,#mahfudmd,komitmen ganjar mahfud ganjarpranowo mahfudmd ganjarmahfud,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,1,ganjar,mkmk lepas anwar usman ketua mk tpn ganjar harap pecat idntimesnews idntimes com news indonesia,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,muhaimin,peh dingatkan peristiwa gempar warganet tika,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,dukung jokowi dukung anak nya solid dukung prabowo terimakasih paman,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.1, assessments=[(['solid'], 0.0, 0.1, None)])",0.0,0.1,0.1531,0.0,0.849,0.151,Positive
0,1,0,0,gibran,terang ketua tkn prabowo gibran ros perkasa roeslani bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies muhaimin,era serba digital pimpin anies muhaimin bikin indonesia tinggal zaman cucunyasiembah muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[(['digital'], 0.0, 0.0, None)])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies,anies muhaimin komitmen sejahtera tani aniesmuhaimin,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#gibran,ketua bim ui angkat biacara dinastipolitikjokowi gibran jokowi oligarki themarvels dd hamas,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfud,kanjeng nabi muhammad angkat nabi rasul usia ganjar ganjarpranowo mahfud paktelur ganjarmahfud fyp fyp,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#ganjar,srikandi ganjar jabodetabek giat positif meperkenalkan lestari minum khas betawi beer pletok kaum millenial ganjar ganjarpranowo ganjarpresiden ganjaruntuksemua tuankuyarakyat srikandiganjarjabodetabek,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
10,1,0,6,#ganjar,tim menang nasional tpn ganjar mahfud gelar media briefing inews tower kebon sirih jakarta pusat kamis acara langsung hadir bacapres indonesia ganjar pranowo sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,11/4/2023,11/4/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,1,0,mahfudmd,andai lihat aju ruu ampas aset ajar dpri mahfud md olok bambang pacul boss bambang pacul pdi juang jokowi elit kes arogan,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,gibran,durian kardus paman pinjam ratus,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies muhaimin,muhaimin kaya cool paman supportif pas banget tani anies journey gaul sijunahn muak,11/7/2023,11/7/2023,Positive,"Sentiment(polarity=0.35, subjectivity=0.65, assessments=[(['cool'], 0.35, 0.65, None)])",0.35,0.65,0.3182,0.0,0.839,0.161,Positive
0,0,0,0,anies,anies sih putar,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,gibran,hello cil gibran tweet look at this what s on your mind coba ayah nya prabowo,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
